Suburb,State,Latitude,Longitude
HARBORD,NSW,-33.7750987,151.2844815
HARCOURT,VIC,-36.9955705,144.2605813
HARDEN,NSW,-34.5540005,148.3690426
HARGRAVES,NSW,-32.8175,149.3752778
HARKAWAY,VIC,-38.0002695,145.3416887
HARKNESS,VIC,-37.6567808,144.5525264
HARLAXTON,QLD,-27.5306078,151.9558602
HARRIETVILLE,VIC,-36.8923168,147.0638695
HARRINGTON,NSW,-31.8692298,152.6855856
HARRINGTON PARK,NSW,-34.0247325,150.7422344
HARRIS PARK,NSW,-33.8224029,151.0117558
HARRISDALE,WA,-32.1186965,115.9314593
HARRISON,ACT,-35.1990601,149.1561261
HARRISTOWN,QLD,-27.579791,151.9260554
HARVEY,WA,-33.0806518,115.8984193
HARWOOD,NSW,-29.4253478,153.2392628
HASSALL GROVE,NSW,-33.7316667,150.8344444
HASTINGS,VIC,-38.3056058,145.1859934
HATTON VALE,QLD,-27.5625865,152.4781437
HAVENVIEW,TAS,-41.0793487,145.9160673
HAWKER,ACT,-35.2470444,149.0366967
HAWKER,SA,-31.8876169,138.4227131
HAWKESDALE,VIC,-38.0868455,142.2793774
HAWKS NEST,NSW,-32.6721939,152.1780485
HAWTHORN,SA,-34.9709849,138.6041231
HAWTHORN,VIC,-37.8244246,145.0317207
HAWTHORN EAST,VIC,-37.8313785,145.0499797
HAWTHORNDENE,SA,-35.0214465,138.6289085
HAWTHORNE,QLD,-27.4623063,153.0598051
HAY,NSW,-34.1573005,144.890393
HAYBOROUGH,SA,-35.5315669,138.6445204
HAYMARKET,NSW,-33.8814408,151.2044524
HAYNES,WA,-32.1542999,115.9772969
HAYWARDS BAY,NSW,-34.545,150.7941667
HAZELBROOK,NSW,-33.7219948,150.4534122
HAZELMERE,WA,-31.9109095,116.0030678
HAZELWOOD NORTH,VIC,-38.2708735,146.4788241
HAZELWOOD PARK,SA,-34.9392651,138.6561379
HEALESVILLE,VIC,-37.6537218,145.5161533
HEATHCOTE,NSW,-34.0848421,151.0073838
HEATHCOTE,VIC,-36.9160908,144.7033003
HEATHERBRAE,NSW,-32.7816614,151.7344368
HEATHERTON,VIC,-37.9560844,145.0932067
HEATHMONT,VIC,-37.8283636,145.244577
HEATHMONT EAST,VIC,-37.830586,145.2572115
HEATHRIDGE,WA,-31.7585,115.7606
HEATHWOOD,QLD,-27.6394875,152.9918933
HEATLEY,QLD,-19.292374,146.7545179
HEBERSHAM,NSW,-33.7455739,150.8253839
HECKENBERG,NSW,-33.9077778,150.8913889
HECTORVILLE,SA,-34.8930576,138.6656798
HEIDELBERG,VIC,-37.7524788,145.0701284
HEIDELBERG HEIGHTS,VIC,-37.7451831,145.0529194
HEIDELBERG WEST,VIC,-37.7382431,145.0433922
HELENA VALLEY,WA,-31.9204975,116.0385035
HELENSBURGH,NSW,-34.1908519,150.9822187
HELENSVALE,QLD,-27.9089705,153.3348322
HELIDON,QLD,-27.5268601,152.1246607
HENDRA,QLD,-27.4175215,153.0705448
HENLEY,NSW,-33.8423815,151.1360364
HENLEY BEACH,SA,-34.9158802,138.4986953
HENLEY BEACH SOUTH,SA,-34.9299358,138.5012182
HENLEY BROOK,WA,-31.8067345,115.9839963
HENTY,NSW,-35.5170939,147.0344788
HEPBURN,VIC,-37.3127405,144.1281275
HERITAGE PARK,QLD,-27.6830685,153.0598889
HERMANNSBURG,NT,-23.9427685,132.7794582
HERMIT PARK,QLD,-19.283764,146.8059682
HERNE HILL,VIC,-38.1341943,144.3245385
HERNE HILL,WA,-31.8273038,116.0187262
HERSTON,QLD,-27.4496625,153.0237294
HERVEY BAY,QLD,-25.2985784,152.8535216
HESKET,VIC,-37.356132,144.6326392
HEWETT,SA,-34.5778217,138.7523997
HEYFIELD,VIC,-37.9816865,146.7847464
HEYWOOD,VIC,-38.1324107,141.6261575
HIGGINS,ACT,-35.2324074,149.0272318
HIGH WYCOMBE,WA,-31.954628,115.9921995
HIGHBURY,SA,-34.8520517,138.7178758
HIGHETT,VIC,-37.9484438,145.04188
HIGHFIELDS,NSW,-32.9558333,151.7152778
HIGHFIELDS,QLD,-27.4517705,151.9462897
HIGHGATE,SA,-34.9616443,138.6216675
HIGHGATE,WA,-31.9396526,115.8695835
HIGHLAND PARK,QLD,-28.0150275,153.333327
HIGHTON,VIC,-38.1709191,144.3190212
HILBERT,WA,-32.1719378,115.9784985
HILL END,QLD,-27.4873019,153.0064344
HILL TOP,NSW,-34.355574,150.4936923
HILLARYS,WA,-31.8097006,115.7487831
HILLBANK,SA,-34.7351475,138.6873019
HILLCREST,QLD,-27.6632327,153.0272315
HILLCREST,SA,-34.8625153,138.643046
HILLMAN,WA,-32.2817125,115.7680486
HILLSDALE,NSW,-33.9529465,151.2274123
HILLSIDE,VIC,-37.6904862,144.7417358
HILLSTON,NSW,-33.4815225,145.5344992
HILLVUE,NSW,-31.1244444,150.915
HILTON,WA,-32.0680478,115.7857423
HINCHINBROOK,NSW,-33.9159661,150.8645957
HINTON,NSW,-32.715,151.6483333
HMAS CERBERUS,VIC,-38.3813222,145.1949515
HOBART,TAS,-42.8825088,147.3281233
HOBARTVILLE,NSW,-33.604718,150.7436152
HOCKING,WA,-31.7692851,115.8189914
HOLBROOK,NSW,-35.7149999,147.3177777
HOLDEN HILL,SA,-34.8516117,138.6722955
HOLDER,ACT,-35.3344827,149.0461678
HOLGATE,NSW,-33.4066667,151.4094444
HOLLAND PARK,QLD,-27.519475,153.0732597
HOLLAND PARK WEST,QLD,-27.52633,153.0631729
HOLLOWAYS BEACH,QLD,-16.837362,145.738251
HOLMESVILLE,NSW,-32.9151122,151.5782856
HOLMVIEW,QLD,-27.7046254,153.1786453
HOLROYD,NSW,-33.8297155,150.9974898
HOLSWORTHY,NSW,-33.9597307,150.9502719
HOLT,ACT,-35.2243961,149.0119295
HOME HILL,QLD,-19.659461,147.4135855
HOMEBUSH,NSW,-33.860451,151.0806118
HOMEBUSH BAY,NSW,-33.8306908,151.0805789
HOMEBUSH WEST,NSW,-33.8619802,151.0665026
HOPE ISLAND,QLD,-27.8677564,153.359773
HOPE VALE,QLD,-15.1369525,145.1995652
HOPE VALLEY,SA,-34.8453721,138.6960181
HOPETOUN,VIC,-35.7295279,142.3635936
HOPETOUN,WA,-33.9467298,120.1249342
HOPPERS CROSSING,VIC,-37.8832314,144.7010882
HORN ISLAND,QLD,-10.6061881,142.2810533
HORNINGSEA PARK,NSW,-33.9460804,150.8432271
HORNSBY,NSW,-33.5724083,151.1317755
HORNSBY HEIGHTS,NSW,-33.6630602,151.1021935
HORSHAM,VIC,-36.7148099,142.2018105
HORSLEY,NSW,-34.49,150.7761111
HORSLEY PARK,NSW,-33.8387723,150.8484629
HOVE,SA,-35.0122882,138.5237052
HOWARD SPRINGS,NT,-12.4969791,131.0470011
HOWLONG,NSW,-35.9783187,146.6247568
HOWRAH,TAS,-42.8787603,147.4062497
HOXTON PARK,NSW,-33.9294022,150.8560164
HUGHENDEN,QLD,-20.8422448,144.2002892
HUGHES,ACT,-35.3326252,149.0949433
HUGHESDALE,VIC,-37.8938651,145.0755107
HUMPTY DOO,NT,-12.5743657,131.1018215
HUMULA,NSW,-35.4884492,147.7627188
HUNTERS HILL,NSW,-33.8298901,151.1360045
HUNTFIELD HEIGHTS,SA,-35.1522659,138.5123303
HUNTINGDALE,WA,-32.0831297,115.96615
HUNTINGWOOD,NSW,-33.797973,150.881592
HUNTLY,VIC,-36.6629455,144.3344307
HUONVILLE,TAS,-43.0292365,147.0502785
HURLSTONE PARK,NSW,-33.91,151.1286111
HURSTBRIDGE,VIC,-37.639423,145.1921491
HURSTVILLE,NSW,-33.960707,151.1003611
HURSTVILLE GROVE,NSW,-33.9775526,151.0929579
HUSKISSON,NSW,-35.0384877,150.670708
HYDE PARK,QLD,-19.2779435,146.7959731
HYDE PARK,SA,-34.9565521,138.6029363
HYDEN,WA,-32.4487288,118.864003
Howlong,NSW,-35.9783187,146.6247568
IDALIA,QLD,-19.305527,146.8112834
ILFORD,NSW,-32.9615421,149.8590947
ILLAWONG,NSW,-33.9973348,151.0429726
ILUKA,NSW,-29.4075069,153.3512396
ILUKA,WA,-31.7362652,115.7312093
IMBIL,QLD,-26.4604871,152.6763063
INALA,QLD,-27.591291,152.9682672
INDOOROOPILLY,QLD,-27.5065612,152.9822777
INDULKANA,SA,-26.9659828,133.3078312
INGHAM,QLD,-18.6476374,146.1603448
INGLE FARM,SA,-34.8275823,138.6454465
INGLEBURN,NSW,-33.9983333,150.8511111
INGLEWOOD,QLD,-28.392676,151.0733548
INGLEWOOD,VIC,-36.5731171,143.8685313
INGLEWOOD,WA,-31.9188613,115.8835111
INJINOO,QLD,-11.027523,142.2748681
INJUNE,QLD,-25.862815,148.5499415
INNALOO,WA,-31.8937756,115.7957972
INNES PARK NORTH,QLD,,
INNISFAIL,QLD,-17.5241605,146.0311385
INVERELL,NSW,-29.4367981,151.1770693
INVERLEIGH,VIC,-38.1016454,144.0573333
INVERLOCH,VIC,-38.6331582,145.7279504
INVERMAY,TAS,-41.4221595,147.1359349
INVERMAY,VIC,-37.4993675,143.8764944
IPSWICH,QLD,-27.6160323,152.7608348
IRYMPLE,VIC,-34.235623,142.1704328
ISAACS,ACT,-35.3684711,149.1130988
ISABELLA PLAINS,ACT,-35.4280072,149.0940088
ISLE OF CAPRI,QLD,-28.0100435,153.4237003
ISLINGTON,NSW,-32.9144444,151.7491667
IVANHOE,VIC,-37.7688774,145.0454487
IVANHOE EAST,VIC,-37.7733903,145.0617815
IVANHOE WEST,VIC,-37.7340644,145.0486176
JABIRU,NT,-12.6738286,132.8365938
JACKASS FLAT,VIC,-36.7181335,144.2837605
JAMBEROO,NSW,-34.6470241,150.7762599
JAMBOREE HEIGHTS,QLD,-27.5561675,152.9344451
JAMESTOWN,SA,-33.2054782,138.6053428
JAMISONTOWN,NSW,-33.7679769,150.674815
JAN JUC,VIC,-38.3445598,144.2951731
JANDAKOT,WA,-32.1023906,115.8723359
JANDOWAE,QLD,-26.729752,151.1779748
JANNALI,NSW,-34.0163159,151.0658096
JENSEN,QLD,-19.2532255,146.6447133
JEPARIT,VIC,-36.118415,141.9947796
JERILDERIE,NSW,-35.3596404,145.7347999
JERRABOMBERRA,NSW,-35.3833355,149.2013053
JERRAMUNGUP,WA,-34.063153,119.0758084
JERVIS BAY,ACT,-35.1809932,150.5944322
JESMOND,NSW,-32.9036111,151.6941667
JEWELLS,NSW,-33.0066667,151.6877778
JIGGI,NSW,-28.6816667,153.1844444
JIMBOOMBA,QLD,-27.8318573,153.0227538
JIMBOOMBA ,QLD,-27.8318573,153.0227538
JINDABYNE,NSW,-36.4170899,148.61996
JINDALEE,QLD,-27.5353665,152.9378593
JINDALEE,WA,-31.6510271,115.6924119
JINDERA,NSW,-35.9534811,146.8890303
JINGILI,NT,-12.3882883,130.8748581
JONES HILL,QLD,-26.2371615,152.659873
JOONDALUP,WA,-31.77955,115.7647448
JOONDANNA,WA,-31.9100664,115.8365834
JORDAN SPRINGS,NSW,-33.7250215,150.7271271
JUBILEE POCKET,QLD,-20.2856945,148.7292838
JUGIONG,NSW,-34.822584,148.3255071
JULIA CREEK,QLD,-20.6568484,141.7450538
JUNCTION VILLAGE,VIC,-38.1363443,145.2968697
JUNEE,NSW,-34.8150257,147.672675
JURIEN BAY,WA,-30.3040478,115.0406027
KADINA,SA,-33.9647842,137.7158969
KAHIBAH,NSW,-32.9622222,151.7119444
KALAMUNDA,WA,-32.0038075,116.1022069
KALANG,NSW,-30.5078637,152.7703375
KALANGADOO,SA,-37.5633801,140.6999835
KALBAR,QLD,-27.937174,152.6103907
KALBARRI,WA,-27.7109989,114.1638162
KALEEN,ACT,-35.2277875,149.1091388
KALGOORLIE,WA,-30.7464139,121.473223
KALKALLO,VIC,-37.5309523,144.9496539
KALKARINDJI,NT,-17.4470362,130.8334612
KALKIE,QLD,-24.8461917,152.3879589
KALLANGUR,QLD,-27.2508529,152.9927887
KALLAROO,WA,-31.7907815,115.7451137
KALLISTA,VIC,-37.8858076,145.3729123
KAMBAH,ACT,-35.3862287,149.0579669
KAMBALDA WEST,WA,-31.159514,121.5771188
KAMERUNGA,QLD,-16.879815,145.698217
KANAHOOKA,NSW,-34.4976604,150.8227905
KANDOS,NSW,-32.8588738,149.9742902
KANGAROO FLAT,VIC,-36.806233,144.2407867
KANGAROO GROUND,VIC,-37.6918649,145.2158904
KANGAROO INN,SA,-37.3458597,140.2170619
KANGAROO POINT,QLD,-27.473864,153.0367847
KANGAROO VALLEY,NSW,-34.7351573,150.5325429
KANIMBLA,QLD,-16.920121,145.7225399
KANIVA,VIC,-36.3795678,141.2418168
KANWAL,NSW,-33.265,151.4844444
KAPOOKA MILPO,NSW,,
KAPUNDA,SA,-34.339951,138.915863
KARABAR,NSW,-35.3759426,149.2328718
KARALEE,QLD,-27.55908,152.8252856
KARAMA,NT,-12.3991045,130.9155177
KARANA DOWNS,QLD,-27.542751,152.8233423
KARAWARA,WA,-32.0086201,115.8812666
KARAWATHA,QLD,-27.6327575,153.0837666
KARCULTABY,SA,-32.9209955,134.897807
KARDINYA,WA,-32.0655873,115.8148419
KAREELA,NSW,-34.0157553,151.0812662
KARINGAL,VIC,-38.1431944,145.1526389
KARIONG,NSW,-33.44,151.3011111
KAROONDA,SA,-35.0938511,139.8962521
KARRABIN,QLD,-27.5960805,152.7036657
KARRATHA,WA,-20.7370067,116.8478592
KARRINYUP,WA,-31.8705761,115.7787989
KARUAH,NSW,-32.6544444,151.9655556
KARUMBA,QLD,-17.4876079,140.8404027
KATAMATITE,VIC,-36.0796109,145.6873855
KATANDRA WEST,VIC,-36.2501185,145.5708149
KATANNING,WA,-33.6908682,117.5551858
KATHERINE,NT,-14.4646157,132.2635993
KATHERINE EAST,NT,-14.4638,132.2850366
KATHERINE SOUTH,NT,-14.4830955,132.2596419
KATOOMBA,NSW,-33.713759,150.3121633
KATUNGA,VIC,-35.98957,145.4726505
KAWANA,QLD,-23.340067,150.5066348
KAWUNGAN,QLD,-25.309433,152.8436448
KEALBA,VIC,-37.7371074,144.8282988
KEARNEYS SPRING,QLD,-27.6030665,151.9431631
KEARNS,NSW,-34.0233333,150.8011111
KEDRON,QLD,-27.404269,153.0314975
KEILOR,VIC,-37.7113545,144.8250696
KEILOR DOWNS,VIC,-37.7205762,144.8047614
KEILOR EAST,VIC,-37.739339,144.8591851
KEILOR PARK,VIC,-37.7187247,144.8501721
KEIRAVILLE,NSW,-34.4092539,150.8729729
KEITH,SA,-36.0984156,140.3530166
KELLYVILLE,NSW,-33.7158272,150.954993
KELLYVILLE RIDGE,NSW,-33.7025,150.9186111
KELMSCOTT,WA,-32.1131779,116.0132345
KELSO,NSW,-33.4186157,149.605673
KELSO,QLD,-19.3887125,146.7169015
KELVIN GROVE,QLD,-27.450162,153.0126695
KEMPS CREEK,NSW,-33.8813335,150.7837238
KEMPSEY,NSW,-30.9056458,152.5228021
KEMPTON,TAS,-42.5291455,147.1996036
KENDALL,NSW,-31.6350483,152.703028
KENMORE,QLD,-27.515645,152.937661
KENMORE HILLS,QLD,-27.493915,152.9284196
KENNINGTON,VIC,-36.7748455,144.3046566
KENSINGTON,NSW,-33.9117191,151.2195058
KENSINGTON,SA,-34.9237471,138.6456133
KENSINGTON,VIC,-37.7939378,144.9305645
KENSINGTON,WA,-31.985586,115.8807435
KENSINGTON GARDENS,SA,-34.9197256,138.6631867
KENSINGTON PARK,SA,-34.9202054,138.6542962
KENT TOWN,SA,-34.9215545,138.620129
KENTHURST,NSW,-33.6436678,150.9761716
KENWICK,WA,-32.0363799,115.9697212
KEPERRA,QLD,-27.4125045,152.9522152
KEPNOCK,QLD,-24.8747856,152.3798825
KERANG,VIC,-35.7338373,143.9204152
KERSBROOK,SA,-34.7824379,138.8522407
KESWICK,SA,-34.9443902,138.5777753
KEW,NSW,-31.6322714,152.7225974
KEW,VIC,-37.8033586,145.0333285
KEW EAST,VIC,-37.7904215,145.0527906
KEW NORTH,VIC,-37.7915605,145.0395787
KEWARRA BEACH,QLD,-16.789917,145.6750071
KEWDALE,WA,-31.9760655,115.9423461
KEYSBOROUGH,VIC,-38.0053607,145.1674069
KIALLA,VIC,-36.445075,145.4064578
KIALLA WEST,VIC,-36.478078,145.3881979
KIAMA,NSW,-34.6958202,150.7959123
KIAMA HEIGHTS,NSW,-34.6995323,150.8447875
KIDMAN PARK,SA,-34.9122329,138.5269306
KILABEN BAY,NSW,-33.0261111,151.5927778
KILBURN,SA,-34.8596902,138.5855855
KILCOY,QLD,-26.9417175,152.561157
KILCUMMIN,QLD,-22.3388085,147.5650243
KILKENNY,SA,-34.8791637,138.5528886
KILKIVAN,QLD,-26.080292,152.2473652
KILLARA,NSW,-33.7660606,151.1601121
KILLARNEY,QLD,-28.348427,152.2999152
KILLARNEY HEIGHTS,NSW,-33.7751234,151.2181136
KILLARNEY VALE,NSW,-33.365,151.4594444
KILMORE,VIC,-37.2922688,144.9510311
KILSYTH,VIC,-37.8037844,145.3134593
KIMBA,SA,-33.0493267,136.2121201
KIMBERLEY PARK,QLD,-27.6476011,153.188406
KIN KORA,QLD,-23.87837,151.2466796
KINCUMBER,NSW,-33.465,151.3927778
KINGAROY,QLD,-26.5412563,151.8394231
KINGLAKE,VIC,-37.5327424,145.341131
KINGLAKE CENTRAL,VIC,-37.469218,145.3250896
KINGS LANGLEY,NSW,-33.7505506,150.9372174
KINGS MEADOWS,TAS,-41.4657382,147.1611097
KINGS PARK,NSW,-33.7433333,150.9086111
KINGS PARK,VIC,-37.7337122,144.7719526
KINGSBURY,VIC,-37.715569,145.0355601
KINGSCLIFF,NSW,-28.2566667,153.5761111
KINGSCOTE,SA,-35.6524847,137.6367523
KINGSFORD,NSW,-33.9215922,151.2272307
KINGSGROVE,NSW,-33.9371844,151.0996523
KINGSLEY,WA,-31.8087122,115.7975502
KINGSTHORPE,QLD,-27.495856,151.7966112
KINGSTON,QLD,-27.6557421,153.1196351
KINGSTON,TAS,-42.9749818,147.308221
KINGSTON BEACH,TAS,-42.9806637,147.3242525
KINGSTON SE,SA,-36.8391699,139.8471033
KINGSTOWN,NSW,-30.5076194,151.1167744
KINGSVILLE,VIC,-37.8088622,144.8794356
KINGSWOOD,NSW,-33.7613772,150.7213283
KINGSWOOD,SA,-34.9708157,138.6138099
KINROSS,WA,-31.7148731,115.7412603
KIPPA RING,QLD,-27.2251585,153.083318
KIPPA-RING,QLD,-27.2251585,153.083318
KIRKWOOD,QLD,-23.9071695,151.2446076
KIRRA,QLD,-28.1676805,153.5295271
KIRRAWEE,NSW,-34.0344781,151.0726428
KIRRIBILLI,NSW,-33.8476659,151.2158138
KIRWAN,QLD,-19.3037735,146.7164446
KLEMZIG,SA,-34.878967,138.6386096
KNOXFIELD,VIC,-37.8897731,145.2496342
KOGAN,QLD,-27.0816175,150.6905281
KOGARAH,NSW,-33.968226,151.1354509
KOGARAH BAY,NSW,-33.9816792,151.1239702
KOJONUP,WA,-33.925403,117.0554915
KOO WEE RUP,VIC,-38.1990553,145.492854
KOONAWARRA,NSW,-34.5037591,150.8091985
KOONDOOLA,WA,-31.8424891,115.8638624
KOONDROOK,VIC,-35.6361805,144.1269388
KOONGAL,QLD,-23.3686508,150.5484532
KOONIBBA,SA,-31.8904746,133.4490896
KOONORIGAN,NSW,-28.6652179,153.2396932
KOORINGAL,NSW,-35.1428309,147.3771205
KOORLONG,VIC,-34.292143,142.0412248
KOOTINGAL,NSW,-31.0566667,151.0511111
KOROIT,VIC,-38.2909806,142.3642583
KORORA,NSW,-30.2584535,153.1340791
KORUMBURRA,VIC,-38.4321809,145.8236012
KOTARA,NSW,-32.9413898,151.6985472
KOTARA SOUTH,NSW,-32.9511111,151.6913889
KOWANYAMA,QLD,-15.2749595,141.8179361
KRAMBACH,NSW,-32.0521151,152.2606101
KRUGER,QLD,-27.3752351,153.0854793
KULIN,WA,-32.766108,118.2315927
KULNURA,NSW,-33.2316667,151.2177778
KULUIN,QLD,-26.6578145,153.0559722
KUMBIA,QLD,-26.6908765,151.6607875
KUNUNURRA,WA,-15.7730916,128.738839
KURABY,QLD,-27.6047543,153.0982186
KURANDA,QLD,-16.8209275,145.6332751
KURMOND,NSW,-33.5483333,150.701111
KURNELL,NSW,-34.0222379,151.1880555
KURRAJONG,NSW,-33.5551298,150.6676139
KURRALTA PARK,SA,-34.9514285,138.5669815
KURRI KURRI,NSW,-32.8175039,151.4833649
KURUNJANG,VIC,-37.6626777,144.5914403
KYABRAM,VIC,-36.3131874,145.0480905
KYEEMAGH,NSW,-33.9492195,151.1607373
KYNETON,VIC,-37.247494,144.4552171
KYOGLE,NSW,-28.6462917,152.7444244
Kilsyth,VIC,-37.8037844,145.3134593
Kintore,NT,-23.2759057,129.3881877
Kowanyama,QLD,-15.2749595,141.8179361
LA PEROUSE,NSW,-33.9886291,151.2320796
LABERTOUCHE,VIC,-38.0362072,145.8010803
LABRADOR,QLD,-27.945764,153.4008217
LAIDLEY,QLD,-27.6395345,152.4132894
LAJAMANU,NT,-18.3357828,130.6359219
LAKE ALBERT,NSW,-35.1659335,147.3821008
LAKE BOGA,VIC,-35.4584642,143.6319969
LAKE BOLAC,VIC,-37.698521,142.8466767
LAKE CARGELLIGO,NSW,-33.2981001,146.3734587
LAKE CATHIE,NSW,-31.5522261,152.8543702
LAKE COOGEE,WA,-32.1280377,115.7787262
LAKE GARDENS,VIC,-37.5475935,143.8172583
LAKE GRACE,WA,-33.10125,118.4695036
LAKE HAVEN,NSW,-33.24,151.5011111
LAKE ILLAWARRA,NSW,-34.5225022,150.840466
LAKE MUNMORAH,NSW,-33.2145467,151.5697213
LAKE TABOURIE,NSW,-35.4388889,150.4041667
LAKELANDS,WA,-32.4736812,115.7705224
LAKEMBA,NSW,-33.9196311,151.0749236
LAKES ENTRANCE,VIC,-37.8794582,147.9943828
LAL LAL,VIC,-37.6759746,144.0127983
LALOR,VIC,-37.662922,145.003955
LALOR PARK,NSW,-33.7649937,150.9288833
LAMBTON,NSW,-32.9133333,151.7055556
LAMEROO,SA,-35.3278498,140.5167531
LANCASTER,VIC,-36.298938,145.136072
LANCEFIELD,VIC,-37.2763273,144.7340354
LANDSBOROUGH,QLD,-26.809659,152.9907408
LANDSDALE,WA,-31.809048,115.8662569
LANE COVE,NSW,-33.8232026,151.1697148
LANE COVE NORTH,NSW,-33.8054674,151.1632084
LANE COVE WEST,NSW,-33.8119396,151.150078
LANG LANG,VIC,-38.2660405,145.5627778
LANGFORD,WA,-32.0411222,115.9414671
LANGWARRIN,VIC,-38.1545829,145.1973931
LANGWARRIN SOUTH,VIC,-38.1891024,145.1910633
LANSVALE,NSW,-33.9003985,150.9510782
LAPSTONE,NSW,-33.7743436,150.641574
LARA,VIC,-38.0235346,144.4088294
LARAPINTA,NT,-23.681983,133.8324537
LARGS,NSW,-32.7034245,151.6057102
LARGS BAY,SA,-34.8266187,138.4935504
LARGS NORTH,SA,-34.8168309,138.5012541
LARRAKEYAH,NT,-12.4585069,130.8216982
LATHAM,ACT,-35.2163913,149.0316392
LATHLAIN,WA,-31.9665137,115.9039469
LATROBE,TAS,-41.2347941,146.4100177
LAUDERDALE,TAS,-42.9058322,147.4903688
LAUNCESTON,TAS,-41.4340813,147.1373496
LAUNCHING PLACE,VIC,-37.7806769,145.5691921
LAURA,SA,-33.184703,138.2999092
LAURIETON,NSW,-31.6508445,152.7959233
LAVENDER BAY,NSW,-33.8432002,151.2074155
LAVERS HILL,VIC,-38.6793051,143.3914055
LAVERTON,VIC,-37.8637978,144.7723486
LAVINGTON,NSW,-36.0507987,146.9336621
LAWNTON,QLD,-27.2826166,152.9808511
LAWRENCE,NSW,-29.5009847,153.1003352
LAWSON,NSW,-33.7196881,150.4295575
LEANYER,NT,-12.3743634,130.8980162
LEDA,WA,-32.2645855,115.8022344
LEEDERVILLE,WA,-31.9330799,115.8414423
LEEMING,WA,-32.0757784,115.8672721
LEETON,NSW,-34.5297534,146.293258
LEICHHARDT,NSW,-33.8819328,151.155867
LEICHHARDT,QLD,-27.6231095,152.7352576
LEIGH CREEK,SA,-30.5932071,138.403104
LEINSTER,WA,-27.9141349,120.6977266
LEITCHVILLE,VIC,-35.9041353,144.3008167
LEN WATERS ESTATE,NSW,-33.9146,150.8532
LENAH VALLEY,TAS,-42.8658786,147.2949586
LENNOX HEAD,NSW,-28.7910334,153.5878047
LEONAY,NSW,-33.7650058,150.6511051
LEONGATHA,VIC,-38.4761569,145.9458605
LEONORA,WA,-28.884498,121.3308115
LEOPOLD,VIC,-38.1891547,144.4644962
LEPPINGTON,NSW,-33.9650028,150.8011028
LESMURDIE,WA,-32.0023411,116.0498493
LETHBRIDGE,VIC,-37.9672272,144.1331351
LETHBRIDGE PARK,NSW,-33.7386041,150.8014499
LEUMEAH,NSW,-34.0543113,150.8371354
LEURA,NSW,-33.7156888,150.3317665
LEWISHAM,NSW,-33.8953868,151.1466449
LEYBURN,QLD,-28.017406,151.5975812
LIDCOMBE,NSW,-33.8630649,151.0456771
LIGHTNING RIDGE,NSW,-29.4285225,147.9779203
LIGHTSVIEW,SA,-34.8619547,138.6273162
LILLI PILLI,NSW,-34.0680729,151.1159938
LILYDALE,TAS,-41.2511216,147.2156269
LILYDALE,VIC,-37.7571582,145.3458656
LILYFIELD,NSW,-33.8709879,151.1616185
LINDEN PARK,SA,-34.9435932,138.6472732
LINDENOW,VIC,-37.79662,147.4675424
LINDFIELD,NSW,-33.775698,151.1688652
LINDISFARNE,TAS,-42.8478255,147.3630706
LISAROW,NSW,-33.3816667,151.3761111
LISMORE,NSW,-28.8077608,153.2791883
LISMORE,VIC,-37.9539975,143.3622552
LISMORE HEIGHTS,NSW,-28.8044444,153.3
LITHGOW,NSW,-33.481536,150.1564887
LITLEHAMPTON,SA,,
LITTLE BAY,NSW,-33.9834309,151.2470329
LITTLE MOUNTAIN,QLD,-26.785391,153.0950557
LITTLE RIVER,VIC,-37.8874858,144.4717737
LITTLEHAMPTON,SA,-35.0482163,138.8658568
LITTLETON,NSW,-33.4941667,150.1386111
LIVERPOOL,NSW,-33.9198252,150.92566
LLANDILO,NSW,-33.7069918,150.7500242
LLOYD,NSW,-35.1499852,147.3354583
LOBETHAL,SA,-34.9050605,138.8764755
LOCH,VIC,-38.3696875,145.7066554
LOCHINVAR,NSW,-32.720522,151.4502162
LOCK,SA,-33.5672965,135.7555025
LOCKHART,NSW,-35.321955,146.8103884
LOCKHART RIVER,QLD,-13.0453165,143.3049774
LOCKINGTON,VIC,-36.266325,144.4973949
LOCKLEYS,SA,-34.9250195,138.5309544
LOCKRIDGE,WA,-31.881459,115.9499826
LOCKWOOD,VIC,-36.8130925,144.1694384
LOCKWOOD SOUTH,VIC,-36.878656,144.1441604
LOFTUS,NSW,-34.0434357,151.0504559
LOGAN CENTRAL,QLD,-27.6412988,153.1072741
LOGAN RESERVE,QLD,-27.7170594,153.1084184
LOGAN VILLAGE,QLD,-27.789359,153.1168779
LOGANHOLME,QLD,-27.683135,153.1923114
LOGANLEA,QLD,-27.6731622,153.137161
LONDONDERRY,NSW,-33.6483333,150.7344444
LONG FLAT,NSW,-31.436877,152.4889306
LONG GULLY,VIC,-36.7431555,144.2590395
LONG JETTY,NSW,-33.3566667,151.4844444
LONGFORD,TAS,-41.5936936,147.1215353
LONGFORD,VIC,-38.171268,147.0860703
LONGREACH,QLD,-23.4378387,144.2586898
LONGWARRY,VIC,-38.1258285,145.7654911
LONGWOOD,VIC,-36.806463,145.4048449
LONSDALE,SA,-35.1066033,138.4924173
LORD HOWE ISLAND,NSW,-31.5540166,159.0856256
LORN,NSW,-32.7261159,151.5594366
LORNE,VIC,-38.5411691,143.9748166
LOTA,QLD,-27.4679039,153.1883924
