Suburb,State,AvgRating,ServiceCount,AboveAverage
KEPERRA,QLD,4.0,2,True
KEPNOCK,QLD,4.0,1,True
KERANG,VIC,4.0,2,True
KERSBROOK,SA,4.0,1,True
KESWICK,SA,4.0,1,True
KEW,NSW,3.0,1,False
KEW,VIC,4.541666666666667,24,True
KEW EAST,VIC,4.0,4,True
KEW NORTH,VIC,5.0,1,True
KEWARRA BEACH,QLD,4.0,3,True
KEWDALE,WA,4.0,2,True
KEYSBOROUGH,VIC,4.2,19,True
KIALLA,VIC,3.6666666666666665,4,False
KIALLA WEST,VIC,4.0,1,True
KIAMA,NSW,4.5,8,True
KIAMA HEIGHTS,NSW,,1,False
KIDMAN PARK,SA,4.5,4,True
KILABEN BAY,NSW,4.0,1,True
KILBURN,SA,4.0,2,True
KILCOY,QLD,4.0,2,True
KILCUMMIN,QLD,4.0,1,True
KILKENNY,SA,3.0,1,False
KILKIVAN,QLD,5.0,1,True
KILLARA,NSW,4.375,8,True
KILLARNEY,QLD,4.0,1,True
KILLARNEY HEIGHTS,NSW,4.666666666666667,3,True
KILLARNEY VALE,NSW,4.0,4,True
KILMORE,VIC,4.4,7,True
KILSYTH,VIC,4.2,8,True
KIMBA,SA,4.0,1,True
KIMBERLEY PARK,QLD,4.0,1,True
KIN KORA,QLD,,1,False
KINCUMBER,NSW,4.333333333333333,6,True
KINGAROY,QLD,3.7777777777777777,9,False
KINGLAKE,VIC,3.0,1,False
KINGLAKE CENTRAL,VIC,4.0,3,True
KINGS LANGLEY,NSW,4.0,7,True
KINGS MEADOWS,TAS,5.0,1,True
KINGS PARK,NSW,4.0,1,True
KINGS PARK,VIC,4.0,4,True
KINGSBURY,VIC,4.0,2,True
KINGSCLIFF,NSW,4.25,4,True
KINGSCOTE,SA,4.0,2,True
KINGSFORD,NSW,4.166666666666667,6,True
KINGSGROVE,NSW,4.0,9,True
KINGSLEY,WA,3.7777777777777777,10,False
KINGSTHORPE,QLD,3.0,2,False
KINGSTON,QLD,4.0,8,True
KINGSTON,TAS,3.8333333333333335,6,False
KINGSTON BEACH,TAS,4.0,2,True
KINGSTON SE,SA,5.0,1,True
KINGSTOWN,NSW,4.0,1,True
KINGSVILLE,VIC,4.0,3,True
KINGSWOOD,NSW,4.166666666666667,13,True
KINGSWOOD,SA,4.0,3,True
KINROSS,WA,4.0,3,True
KIPPA RING,QLD,3.0,1,False
KIPPA-RING,QLD,4.25,8,True
KIRKWOOD,QLD,4.0,1,True
KIRRA,QLD,4.0,1,True
KIRRAWEE,NSW,4.166666666666667,12,True
KIRRIBILLI,NSW,4.0,1,True
KIRWAN,QLD,4.0,16,True
KLEMZIG,SA,4.0,4,True
KNOXFIELD,VIC,4.333333333333333,6,True
KOGAN,QLD,,1,False
KOGARAH,NSW,4.0,10,True
KOGARAH BAY,NSW,,1,False
KOJONUP,WA,4.0,1,True
KOO WEE RUP,VIC,4.0,6,True
KOONAWARRA,NSW,5.0,1,True
KOONDOOLA,WA,4.0,3,True
KOONDROOK,VIC,5.0,1,True
KOONGAL,QLD,4.0,2,True
KOONIBBA,SA,4.0,1,True
KOONORIGAN,NSW,,1,False
KOORINGAL,NSW,4.0,6,True
KOORLONG,VIC,4.0,1,True
KOOTINGAL,NSW,4.0,3,True
KOROIT,VIC,4.666666666666667,3,True
KORORA,NSW,4.0,2,True
KORUMBURRA,VIC,4.0,3,True
KOTARA,NSW,4.0,4,True
KOTARA SOUTH,NSW,3.5,2,False
KOWANYAMA,QLD,3.0,1,False
KRAMBACH,NSW,,1,False
KRUGER,QLD,4.0,1,True
KULIN,WA,4.0,1,True
KULNURA,NSW,3.0,1,False
KULUIN,QLD,4.25,4,True
KUMBIA,QLD,,1,False
KUNUNURRA,WA,3.3333333333333335,3,False
KURABY,QLD,4.0,2,True
KURANDA,QLD,4.666666666666667,3,True
KURMOND,NSW,4.0,2,True
KURNELL,NSW,4.0,2,True
KURRAJONG,NSW,4.0,2,True
KURRALTA PARK,SA,4.0,1,True
KURRI KURRI,NSW,4.0,5,True
KURUNJANG,VIC,4.0,3,True
KYABRAM,VIC,4.333333333333333,7,True
KYEEMAGH,NSW,4.5,2,True
KYNETON,VIC,4.666666666666667,5,True
KYOGLE,NSW,4.25,4,True
Kilsyth,VIC,,1,False
Kintore,NT,,1,False
Kowanyama,QLD,,1,False
LA PEROUSE,NSW,5.0,1,True
LABERTOUCHE,VIC,,1,False
LABRADOR,QLD,4.125,8,True
LAIDLEY,QLD,3.5,5,False
LAJAMANU,NT,4.0,1,True
LAKE ALBERT,NSW,3.6666666666666665,3,False
LAKE BOGA,VIC,4.0,2,True
LAKE BOLAC,VIC,5.0,1,True
LAKE CARGELLIGO,NSW,4.0,1,True
LAKE CATHIE,NSW,4.25,4,True
LAKE COOGEE,WA,4.0,3,True
LAKE GARDENS,VIC,4.5,3,True
LAKE GRACE,WA,4.0,1,True
LAKE HAVEN,NSW,4.5,2,True
LAKE ILLAWARRA,NSW,4.0,2,True
LAKE MUNMORAH,NSW,4.4,5,True
LAKE TABOURIE,NSW,4.0,1,True
LAKELANDS,WA,4.0,5,True
LAKEMBA,NSW,3.9,10,False
LAKES ENTRANCE,VIC,4.0,4,True
LAL LAL,VIC,,1,False
LALOR,VIC,4.153846153846154,13,True
LALOR PARK,NSW,4.5,4,True
LAMBTON,NSW,4.5,4,True
LAMEROO,SA,4.0,2,True
LANCASTER,VIC,,1,False
LANCEFIELD,VIC,4.333333333333333,3,True
LANDSBOROUGH,QLD,4.333333333333333,3,True
LANDSDALE,WA,4.0,7,True
LANE COVE,NSW,4.15,20,True
LANE COVE NORTH,NSW,4.0,3,True
LANE COVE WEST,NSW,4.0,2,True
LANG LANG,VIC,4.0,3,True
LANGFORD,WA,4.0,3,True
LANGWARRIN,VIC,4.388888888888889,22,True
LANGWARRIN SOUTH,VIC,4.0,2,True
LANSVALE,NSW,3.0,1,False
LAPSTONE,NSW,4.5,2,True
LARA,VIC,4.083333333333333,12,True
LARAPINTA,NT,4.0,1,True
LARGS,NSW,4.0,2,True
LARGS BAY,SA,5.0,1,True
LARGS NORTH,SA,5.0,1,True
LARRAKEYAH,NT,3.0,2,False
LATHAM,ACT,4.5,2,True
LATHLAIN,WA,4.0,2,True
LATROBE,TAS,4.0,1,True
LAUDERDALE,TAS,4.0,1,True
LAUNCESTON,TAS,4.666666666666667,3,True
LAUNCHING PLACE,VIC,4.5,2,True
LAURA,SA,5.0,1,True
LAURIETON,NSW,3.6666666666666665,3,False
LAVENDER BAY,NSW,4.0,1,True
LAVERS HILL,VIC,4.0,2,True
LAVERTON,VIC,4.4,7,True
LAVINGTON,NSW,4.090909090909091,11,True
LAWNTON,QLD,4.25,4,True
LAWRENCE,NSW,4.0,2,True
LAWSON,NSW,4.333333333333333,3,True
LEANYER,NT,3.857142857142857,8,False
LEDA,WA,3.0,3,False
LEEDERVILLE,WA,3.75,4,False
LEEMING,WA,3.7142857142857144,7,False
LEETON,NSW,4.0,4,True
LEICHHARDT,NSW,4.25,21,True
LEICHHARDT,QLD,3.5,2,False
LEIGH CREEK,SA,5.0,1,True
LEINSTER,WA,4.0,1,True
LEITCHVILLE,VIC,5.0,1,True
LEN WATERS ESTATE,NSW,4.0,1,True
LENAH VALLEY,TAS,4.5,4,True
LENNOX HEAD,NSW,4.25,4,True
LEONAY,NSW,4.0,2,True
LEONGATHA,VIC,4.333333333333333,8,True
LEONORA,WA,3.0,1,False
LEOPOLD,VIC,4.285714285714286,8,True
LEPPINGTON,NSW,3.8,7,False
LESMURDIE,WA,4.333333333333333,3,True
LETHBRIDGE,VIC,4.0,1,True
LETHBRIDGE PARK,NSW,4.5,2,True
LEUMEAH,NSW,3.875,8,False
LEURA,NSW,3.6666666666666665,3,False
LEWISHAM,NSW,4.333333333333333,3,True
LEYBURN,QLD,,1,False
LIDCOMBE,NSW,3.8461538461538463,14,False
LIGHTNING RIDGE,NSW,4.0,2,True
LIGHTSVIEW,SA,5.0,2,True
LILLI PILLI,NSW,4.0,2,True
LILYDALE,TAS,,1,False
LILYDALE,VIC,4.0,13,True
LILYFIELD,NSW,4.6,10,True
LINDEN PARK,SA,3.5,2,False
LINDENOW,VIC,4.0,1,True
LINDFIELD,NSW,4.285714285714286,15,True
LINDISFARNE,TAS,4.0,4,True
LISAROW,NSW,4.0,3,True
LISMORE,NSW,4.333333333333333,12,True
LISMORE,VIC,4.0,1,True
LISMORE HEIGHTS,NSW,4.0,1,True
LITHGOW,NSW,4.0,6,True
LITLEHAMPTON,SA,4.0,1,True
LITTLE BAY,NSW,3.0,1,False
LITTLE MOUNTAIN,QLD,4.333333333333333,3,True
LITTLE RIVER,VIC,4.333333333333333,3,True
LITTLEHAMPTON,SA,4.0,4,True
LITTLETON,NSW,5.0,1,True
LIVERPOOL,NSW,3.8,30,False
LLANDILO,NSW,4.0,1,True
LLOYD,NSW,4.0,1,True
LOBETHAL,SA,4.0,2,True
LOCH,VIC,4.5,2,True
LOCHINVAR,NSW,3.6666666666666665,4,False
LOCK,SA,3.0,1,False
LOCKHART,NSW,4.0,1,True
LOCKHART RIVER,QLD,4.0,1,True
LOCKINGTON,VIC,4.0,2,True
LOCKLEYS,SA,4.571428571428571,7,True
LOCKRIDGE,WA,4.0,4,True
LOCKWOOD,VIC,4.0,1,True
LOCKWOOD SOUTH,VIC,4.0,1,True
LOFTUS,NSW,4.75,5,True
LOGAN CENTRAL,QLD,3.857142857142857,7,False
LOGAN RESERVE,QLD,4.5,4,True
LOGAN VILLAGE,QLD,4.0,5,True
LOGANHOLME,QLD,4.0,7,True
LOGANLEA,QLD,3.8,6,False
LONDONDERRY,NSW,4.0,3,True
LONG FLAT,NSW,4.0,1,True
LONG GULLY,VIC,5.0,1,True
LONG JETTY,NSW,4.5,2,True
LONGFORD,TAS,4.0,1,True
LONGFORD,VIC,5.0,2,True
LONGREACH,QLD,4.0,2,True
LONGWARRY,VIC,4.0,3,True
LONGWOOD,VIC,,1,False
LONSDALE,SA,,1,False
LORD HOWE ISLAND,NSW,,1,False
LORN,NSW,4.0,1,True
LORNE,VIC,4.0,1,True
LOTA,QLD,4.0,1,True
LOVELY BANKS,VIC,4.0,1,True
LOWANNA,NSW,5.0,1,True
LOWER BEECHMONT,QLD,4.0,1,True
LOWER PLENTY,VIC,4.25,4,True
LOWOOD,QLD,5.0,4,True
LOXTON,SA,4.75,4,True
LOXTON NORTH,SA,5.0,1,True
LUCAS,VIC,4.0,5,True
LUCAS HEIGHTS,NSW,5.0,1,True
LUCINDALE,SA,5.0,1,True
LUDDENHAM,NSW,4.0,2,True
LUDMILLA,NT,4.0,2,True
LUGARNO,NSW,4.0,2,True
LURNEA,NSW,4.111111111111111,9,True
LUTWYCHE,QLD,4.5,2,True
LYNBROOK,VIC,4.333333333333333,6,True
LYNDHURST,VIC,4.25,4,True
LYNDOCH,SA,4.0,4,True
LYNEHAM,ACT,4.0,5,True
LYNWOOD,WA,4.0,3,True
LYONS,ACT,4.333333333333333,3,True
LYSTERFIELD,VIC,4.0,1,True
MABUIAG ISLAND,QLD,4.0,1,True
MACARTHUR,ACT,3.0,1,False
MACARTHUR,VIC,5.0,1,True
MACCLESFIELD,SA,3.0,1,False
MACEDON,VIC,4.333333333333333,3,True
MACGREGOR,ACT,5.0,3,True
MACGREGOR,QLD,5.0,1,True
MACHANS BEACH,QLD,4.0,1,True
MACKAY,QLD,4.0,12,True
MACKENZIE,QLD,4.0,2,True
MACKSVILLE,NSW,4.0,4,True
MACLAGAN,QLD,4.0,1,True
MACLEAN,NSW,5.0,3,True
MACLEAY ISLAND,QLD,4.0,1,True
MACLEOD,VIC,4.4,6,True
MACLEOD WEST,VIC,4.0,1,True
MACMASTERS BEACH,NSW,5.0,1,True
MACQUARIE,ACT,4.0,4,True
MACQUARIE FIELDS,NSW,3.923076923076923,13,False
MACQUARIE PARK,NSW,4.166666666666667,8,True
MADDINGLEY,VIC,4.0,5,True
MADDINGTON,WA,3.6666666666666665,5,False
MADELEY,WA,4.0,4,True
MADORA BAY,WA,4.0,3,True
MAFFRA,VIC,4.0,4,True
MAGILL,SA,4.666666666666667,6,True
MAGNETIC ISLAND,QLD,4.0,1,True
MAGPIE,VIC,,1,False
MAHOGANY CREEK,WA,3.0,1,False
MAIDA VALE,WA,4.0,2,True
MAIDEN GULLY,VIC,3.8,5,False
MAIDSTONE,VIC,4.5,6,True
MAILORS FLAT,VIC,4.0,1,True
MAITLAND,NSW,4.125,8,True
MAITLAND,SA,4.0,2,True
MAITLAND EAST,NSW,4.666666666666667,3,True
MAJURA,ACT,4.0,1,True
MALABAR,NSW,4.0,4,True
MALAGA,WA,3.0,1,False
MALAK,NT,3.6666666666666665,3,False
MALANDA,QLD,4.0,2,True
MALDON,VIC,5.0,1,True
MALENY,QLD,4.5,4,True
MALLACOOTA,VIC,4.0,1,True
MALLALA,SA,4.5,2,True
MALMSBURY,VIC,4.0,1,True
MALVERN,SA,4.5,2,True
MALVERN,VIC,4.222222222222222,9,True
MALVERN EAST,VIC,4.3076923076923075,13,True
MAMBOURIN,VIC,,3,False
MANANGATANG,VIC,4.0,1,True
MANDALAY,QLD,3.0,1,False
MANDURAH,WA,4.0,11,True
MANGERTON,NSW,4.5,2,True
MANGO HILL,QLD,4.0,10,True
MANGROVE MOUNTAIN,NSW,4.0,1,True
MANIFOLD HEIGHTS,VIC,4.0,3,True
MANILDRA,NSW,4.0,2,True
MANILLA,NSW,4.0,2,True
MANINGRIDA,NT,3.5,2,False
MANJIMUP,WA,4.0,2,True
MANLY,NSW,4.444444444444445,9,True
MANLY,QLD,3.875,8,False
MANLY VALE,NSW,4.0,4,True
MANLY WEST,QLD,4.0,9,True
MANNERING PARK,NSW,4.5,2,True
MANNING,WA,3.6666666666666665,3,False
MANNINGHAM,SA,,1,False
MANNUM,SA,4.5,2,True
MANOORA,QLD,4.0,1,True
MANOR LAKES,VIC,4.0,6,True
MANSFIELD,QLD,3.3333333333333335,6,False
MANSFIELD,VIC,4.0,5,True
MANSFIELD PARK,SA,4.0,1,True
MANUNDA,QLD,3.6,6,False
MAPLETON,QLD,4.5,2,True
MAPOON,QLD,5.0,1,True
MARANGAROO,WA,4.0,4,True
MARAYLYA,NSW,5.0,2,True
MARAYONG,NSW,4.0,8,True
MARDEN,SA,4.0,1,True
MARDI,NSW,5.0,1,True
MAREEBA,QLD,3.8333333333333335,6,False
MARGARET RIVER,WA,3.6666666666666665,7,False
MARGATE,QLD,4.5,4,True
MARGATE,TAS,4.0,3,True
MARIAN,QLD,4.333333333333333,3,True
MARIBYRNONG,VIC,4.333333333333333,6,True
MARINO,SA,4.0,1,True
MARION,SA,4.0,7,True
MARKS POINT,NSW,4.5,2,True
MARLESTON,SA,4.5,2,True
MARLOW LAGOON,NT,4.0,2,True
MARMION,WA,4.0,1,True
MARONG,VIC,4.5,2,True
MAROOCHYDORE,QLD,4.416666666666667,12,True
MAROUBRA,NSW,3.8823529411764706,17,False
MAROUBRA JUNCTION,NSW,4.0,2,True
MARRARA,NT,3.5,2,False
MARRARA ,NT,3.0,1,False
MARRICKVILLE,NSW,4.2727272727272725,24,True
MARRYATVILLE,SA,4.5,2,True
MARSDEN,QLD,4.0,10,True
MARSDEN PARK,NSW,4.222222222222222,10,True
MARSFIELD,NSW,3.6666666666666665,3,False
MARULAN,NSW,4.0,3,True
MARYBOROUGH,QLD,4.083333333333333,12,True
MARYBOROUGH,VIC,3.7142857142857144,7,False
MARYBOROUGH WEST,QLD,4.0,1,True
MARYLAND,NSW,4.0,6,True
MARYSVILLE,VIC,3.0,1,False
MARYVILLE,NSW,4.0,1,True
MASCOT,NSW,4.214285714285714,14,True
MATHOURA,NSW,4.0,2,True
MATRAVILLE,NSW,3.909090909090909,11,False
MAUDSLAND,QLD,4.666666666666667,3,True
MAWSON,ACT,4.666666666666667,6,True
MAWSON LAKES,SA,4.0,8,True
MAYFIELD,NSW,4.25,8,True
MAYFIELD EAST,NSW,4.0,1,True
MAYFIELD WEST,NSW,4.0,3,True
MAYLANDS,SA,5.0,1,True
MAYLANDS,WA,3.6666666666666665,3,False
MAYS HILL,NSW,4.0,2,True
MCDOWALL,QLD,4.166666666666667,6,True
MCGRATHS HILL,NSW,4.5,2,True
MCKELLAR,ACT,4.0,2,True
MCKINNON,VIC,4.5,4,True
MCLAREN FLAT,SA,4.0,1,True
MCLAREN VALE,SA,4.4,5,True
MCMAHONS POINT,NSW,4.0,1,True
MEADOW HEIGHTS,VIC,3.857142857142857,8,False
MEADOW SPRINGS,WA,3.8,5,False
MEADOWBANK,NSW,3.8333333333333335,6,False
MEADOWBROOK,QLD,3.6666666666666665,3,False
MEADOWS,SA,4.5,2,True
MEANDARRA,QLD,4.0,1,True
MEDINA,WA,3.6666666666666665,3,False
MEDINDIE,SA,5.0,2,True
MEDOWIE,NSW,4.1,10,True
MEENIYAN,VIC,4.0,1,True
MELBA,ACT,4.5,2,True
MELBOURNE,VIC,4.1,12,True
MELBOURNE AIRPORT,VIC,4.0,1,True
MELROSE,SA,4.0,1,True
MELROSE PARK,NSW,4.0,1,True
MELROSE PARK,SA,5.0,2,True
MELTON,VIC,4.125,19,True
MELTON SOUTH,VIC,4.111111111111111,9,True
MELTON WEST,VIC,4.4,7,True
MELVILLE,WA,4.0,3,True
MENAI,NSW,4.333333333333333,11,True
MENANGLE PARK,NSW,4.0,2,True
MENDOORAN,NSW,4.0,1,True
MENINDEE,NSW,4.0,1,True
MENINGIE,SA,4.5,2,True
MENORA,WA,4.0,1,True
MENTONE,VIC,4.222222222222222,18,True
MENZIES CREEK,VIC,4.5,2,True
MER ISLAND,QLD,3.0,1,False
MERBEIN,VIC,4.0,3,True
MEREDITH,VIC,4.0,2,True
MEREWETHER,NSW,4.142857142857143,7,True
MEREWETHER HEIGHTS,NSW,4.0,2,True
MERIDAN PLAINS,QLD,4.5,4,True
MERIMBULA,NSW,4.666666666666667,3,True
MERINGANDAN,QLD,3.0,1,False
MERLYNSTON,VIC,5.0,1,True
MERMAID BEACH,QLD,4.0,1,True
MERMAID WATERS,QLD,4.166666666666667,7,True
MERNDA,VIC,4.166666666666667,14,True
MERREDIN,WA,4.0,1,True
MERRIGUM,VIC,4.0,1,True
MERRIMAC,QLD,4.166666666666667,6,True
MERRIWA,WA,4.0,4,True
MERRYLANDS,NSW,3.967741935483871,34,False
MERRYLANDS WEST,NSW,3.5,2,False
METFORD,NSW,4.0,6,True
MIAMI,QLD,4.0,2,True
MICHELAGO,NSW,4.0,1,True
MICKLEHAM,VIC,4.0,12,True
MIDDLE DURAL,NSW,4.0,1,True
MIDDLE PARK,QLD,4.0,5,True
MIDDLE PARK,VIC,4.333333333333333,3,True
MIDDLE SWAN,WA,4.0,3,True
MIDDLEMOUNT,QLD,4.0,2,True
MIDDLETON GRANGE,NSW,4.0,4,True
MIDLAND,WA,4.0,5,True
MIDVALE,WA,4.0,4,True
MIDWAY POINT,TAS,4.0,3,True
MILDURA,VIC,4.15,23,True
MILDURA SOUTH,VIC,4.0,1,True
MILE END,SA,4.5,2,True
MILES,QLD,4.0,4,True
MILIKAPITI,NT,4.0,1,True
MILINGIMBI,NT,4.0,1,True
MILL PARK,VIC,4.2105263157894735,19,True
MILLARS WELL,WA,3.0,1,False
MILLER,NSW,4.2,5,True
MILLERS POINT,NSW,4.5,2,True
MILLGROVE,VIC,5.0,1,True
MILLICENT,SA,4.75,4,True
MILLMERRAN,QLD,3.5,2,False
MILLNER,NT,4.0,3,True
MILLTHORPE,NSW,4.0,3,True
MILPERRA,NSW,4.5,4,True
MILSONS POINT,NSW,4.5,2,True
MILTON,NSW,4.5,3,True
MILTON,QLD,4.333333333333333,3,True
MIMILI,SA,5.0,1,True
MINCHINBURY,NSW,4.0,8,True
MINDARIE,WA,3.8,6,False
MINDEN,QLD,3.5,2,False
MINERS REST,VIC,4.0,2,True
MINGENEW,WA,4.0,1,True
MINLATON,SA,5.0,2,True
MINMI,NSW,4.0,1,True
MINNAMURRA,NSW,5.0,1,True
MINTO,NSW,4.083333333333333,12,True
MINYAMA,QLD,4.0,1,True
MINYERRI,NT,4.0,1,True
MINYIP,VIC,4.0,1,True
MIRANDA,NSW,4.111111111111111,18,True
MIRANI,QLD,5.0,1,True
MIRBOO NORTH,VIC,4.0,2,True
MIRRABOOKA,NSW,4.0,1,True
MIRRABOOKA,WA,3.8,5,False
MISSION BEACH,QLD,4.0,1,True
MITCHAM,SA,4.333333333333333,3,True
MITCHAM,VIC,4.090909090909091,12,True
MITCHELL PARK,SA,5.0,1,True
MITCHELLS FLAT,NSW,4.0,1,True
MITCHELTON,QLD,4.111111111111111,9,True
MITTA MITTA,VIC,4.0,1,True
MITTAGONG,NSW,4.142857142857143,7,True
MOA ISLAND,QLD,3.5,2,False
MOAMA,NSW,3.8,6,False
MODBURY,SA,3.5,6,False
MODBURY HEIGHTS,SA,3.5,2,False
MODBURY NORTH,SA,4.5,5,True
MOE,VIC,4.0,9,True
MOGGILL,QLD,5.0,1,True
MOGO,NSW,4.0,1,True
MOIL,NT,4.0,2,True
MOLENDINAR,QLD,5.0,2,True
MOLESWORTH,TAS,,1,False
MOLLYMOOK,NSW,4.0,1,True
MOLLYMOOK BEACH,NSW,4.0,1,True
MOLONG,NSW,3.6666666666666665,3,False
MONA VALE,NSW,4.0,6,True
MONASH,ACT,4.333333333333333,3,True
MONASH,SA,4.0,1,True
MONBULK,VIC,4.666666666666667,3,True
MONT ALBERT,VIC,4.0,2,True
MONT ALBERT NORTH,VIC,4.333333333333333,4,True
MONTAGU BAY,TAS,5.0,2,True
MONTELLO,TAS,5.0,1,True
MONTEREY,NSW,4.0,1,True
MONTMORENCY,VIC,4.285714285714286,7,True
MONTMORENCY SOUTH,VIC,5.0,1,True
MONTO,QLD,4.0,1,True
MONTROSE,VIC,4.285714285714286,7,True
MOOLAP,VIC,4.0,2,True
MOOLOOLABA,QLD,4.5,4,True
MOOLOOLAH,QLD,4.5,2,True
MOOLOOLAH VALLEY,QLD,3.0,2,False
MOONAH,TAS,4.0,4,True
MOONEE BEACH,NSW,5.0,2,True
MOONEE PONDS,VIC,4.571428571428571,8,True
MOONTA,SA,4.0,2,True
MOORA,WA,3.0,2,False
MOORABBIN,VIC,3.7777777777777777,9,False
MOORAK,SA,4.0,1,True
MOORE PARK BEACH,QLD,5.0,1,True
MOOREBANK,NSW,4.0,9,True
MOOROOBOOL,QLD,4.333333333333333,3,True
MOOROODUC,VIC,4.25,4,True
MOOROOKA,QLD,4.0,10,True
MOOROOLBARK,VIC,4.4,20,True
MOOROOPNA,VIC,4.166666666666667,8,True
MOOROOPNA NORTH,VIC,4.0,1,True
MORANBAH,QLD,4.0,6,True
MORAYFIELD,QLD,4.0625,17,True
MORDIALLOC,VIC,4.428571428571429,7,True
MOREE,NSW,4.125,8,True
MORELAND,VIC,4.0,1,True
MORGAN,SA,3.0,1,False
MORIAC,VIC,4.5,2,True
MORISSET,NSW,4.0,7,True
MORLEY,WA,3.8333333333333335,14,False
MORNINGSIDE,QLD,4.142857142857143,8,True
MORNINGTON,TAS,3.0,1,False
MORNINGTON,VIC,4.235294117647059,18,True
MORNINGTON ISLAND,QLD,4.0,1,True
MORNINGTON SOUTH,VIC,5.0,1,True
MORPETH,NSW,4.0,2,True
MORPHETT VALE,SA,3.6551724137931036,29,False
MORPHETTVILLE,SA,4.0,2,True
MORTDALE,NSW,3.875,9,False
MORTLAKE,NSW,4.0,4,True
MORTLAKE,VIC,4.5,3,True
MORUYA,NSW,3.8,5,False
MORVEN,QLD,3.0,1,False
MORWELL,VIC,4.0,11,True
MOSMAN,NSW,4.176470588235294,17,True
MOSMAN PARK,WA,4.0,6,True
MOSS VALE,NSW,4.166666666666667,6,True
MOSSMAN,QLD,3.3333333333333335,3,False
MOULAMEIN,NSW,4.0,1,True
MOULDEN,NT,3.8,5,False
MOUNT ANNAN,NSW,4.142857142857143,7,True
MOUNT BARKER,SA,4.071428571428571,16,True
MOUNT BARKER,WA,4.0,2,True
MOUNT BEAUTY,VIC,4.0,2,True
MOUNT BURR,SA,4.0,1,True
MOUNT CLAREMONT,WA,3.8,5,False
MOUNT CLEAR,VIC,4.333333333333333,3,True
MOUNT COLAH,NSW,4.5,6,True
MOUNT COMPASS,SA,3.5,2,False
MOUNT COOLUM,QLD,4.0,1,True
MOUNT COTTON,QLD,4.0,3,True
MOUNT COTTRELL,VIC,,1,False
MOUNT CROSBY,QLD,4.0,1,True
MOUNT DANDENONG,VIC,,2,False
MOUNT DRUITT,NSW,3.9444444444444446,20,False
MOUNT DUNEED,VIC,4.0,3,True
MOUNT EDGERTTON,VIC,,1,False
MOUNT ELIZA,VIC,4.3076923076923075,13,True
MOUNT EVELYN,VIC,4.4,10,True
MOUNT GAMBIER,SA,4.1875,18,True
MOUNT GARNET,QLD,,1,False
MOUNT GRAVATT,QLD,4.0,10,True
MOUNT GRAVATT EAST,QLD,4.0,4,True
MOUNT HAWTHORN,WA,4.0,5,True
MOUNT HELEN,VIC,4.0,3,True
MOUNT HUNTER,NSW,4.0,1,True
MOUNT HUTTON,NSW,4.142857142857143,8,True
MOUNT ISA,QLD,3.9166666666666665,12,False
MOUNT KEMBLA,NSW,4.0,1,True
MOUNT KURING-GAI,NSW,3.0,1,False
MOUNT LAWLEY,WA,3.75,12,False
MOUNT LOUISA,QLD,3.5,4,False
MOUNT MACEDON,VIC,,1,False
MOUNT MARTHA,VIC,4.333333333333333,12,True
MOUNT NASURA,WA,4.0,1,True
MOUNT NEBO,QLD,4.0,1,True
MOUNT OMMANEY,QLD,5.0,1,True
MOUNT OUSLEY,NSW,4.0,2,True
MOUNT PETER,QLD,3.6666666666666665,3,False
MOUNT PLEASANT,NSW,4.0,2,True
MOUNT PLEASANT,QLD,4.2,5,True
MOUNT PLEASANT,SA,4.5,2,True
MOUNT PLEASANT,VIC,3.0,1,False
MOUNT PLEASANT,WA,4.0,1,True
MOUNT PRITCHARD,NSW,3.6666666666666665,6,False
MOUNT RIVERVIEW,NSW,4.0,2,True
MOUNT SAINT THOMAS,NSW,3.0,1,False
MOUNT SAMSON,QLD,3.5,2,False
MOUNT SHERIDAN,QLD,4.0,3,True
MOUNT STUART,TAS,4.0,1,True
MOUNT SURPRISE,QLD,,1,False
MOUNT TARCOOLA,WA,4.0,2,True
MOUNT VERNON,NSW,4.0,1,True
MOUNT VICTORIA,NSW,4.0,1,True
MOUNT WARREN PARK,QLD,4.0,7,True
MOUNT WARRIGAL,NSW,4.5,2,True
MOUNT WAVERLEY,VIC,4.2272727272727275,22,True
MOUNTAIN CREEK,QLD,4.25,8,True
MOURA,QLD,4.0,2,True
MOURILYAN,QLD,4.5,2,True
MOWBRAY HEIGHTS,TAS,4.0,1,True
MOYHU,VIC,4.0,2,True
MOYSTON,VIC,,1,False
MT BARKER,SA,4.0,2,True
MT ISA,QLD,4.0,2,True
MT NATHAN,QLD,4.0,1,True
MT NELSON,TAS,4.0,1,True
MT WARREN PARK,QLD,3.5,2,False
MUCKLEFORD,VIC,5.0,1,True
MUDGEE,NSW,4.090909090909091,12,True
MUDGEERABA,QLD,4.117647058823529,17,True
MUDJIMBA,QLD,5.0,1,True
MUIRHEAD,NT,4.0,1,True
MUKINBUDIN,WA,4.0,1,True
MULGOA,NSW,4.333333333333333,3,True
MULGRAVE,VIC,4.142857142857143,14,True
MULLALOO,WA,4.0,4,True
MULLAWAY,NSW,3.0,1,False
MULLION CREEK,NSW,4.0,1,True
MULLUMBIMBY,NSW,4.2,5,True
MULLUMBIMBY CREEK,NSW,4.0,1,True
MULWALA,NSW,4.0,2,True
MUNDAMIA,NSW,4.0,1,True
MUNDARING,WA,4.0,4,True
MUNDIJONG,WA,4.0,2,True
MUNDINGBURRA,QLD,4.166666666666667,6,True
